X,Y,W,H
476,348,283,220
35,38,918,702
701,500,150,93
73,105,144,136
19,394,367,266
57,144,964,531
27,30,568,501
464,253,253,190
368,256,289,226
168,151,454,615
277,240,659,438
315,413,191,105
325,618,26,46
318,47,351,303
92,143,788,402
827,28,51,40
377,264,258,408
144,60,37,247
687,264,295,503
642,453,23,24
197,186,342,430
108,343,154,284
542,654,126,147
446,151,64,43
73,541,131,138
264,277,292,257
204,311,605,317
100,556,144,144
697,525,323,241
342,516,209,187
251,144,384,455
72,302,267,318
78,10,27,61
6,0,1016,655
30,179,601,420
232,250,329,138
1005,614,98,78
382,136,100,98
0,685,150,155
229,702,131,96
26,28,689,526
281,923,170,84
179,329,320,228
294,674,544,92
247,507,35,87
241,142,778,531
136,250,487,684
202,167,582,409
345,312,351,241
564,208,7,2
422,13,27,24
313,57,137,197
619,380,78,108
333,246,564,277
403,275,93,160
507,202,86,64
261,565,68,46
434,578,20,29
144,254,234,247
381,76,98,76
14,71,285,446
212,105,552,168
626,354,193,327
1,112,361,424
251,111,422,551
217,373,506,190
102,167,835,507
674,172,194,507
636,306,55,146
353,67,70,139
401,432,119,55
34,467,59,160
224,653,341,130
538,424,112,102
580,228,25,68
579,39,26,64
148,215,204,406
492,284,112,162
756,376,236,263
35,38,918,702
185,573,232,193
361,475,42,147
265,25,172,196
35,38,678,599
474,129,124,55
306,22,36,49
3,26,997,740
35,38,722,639
568,560,166,109
185,292,76,254
232,258,104,159
172,160,131,367
2,5,1019,674
35,38,918,702
35,38,722,639
281,0,389,270
66,267,93,257
175,167,314,631
253,153,80,71
281,327,13,20
34,62,125,304
310,205,269,408
752,161,171,544
134,61,16,33
664,442,144,172
37,36,397,92
286,71,631,693
39,59,91,46
9,43,1012,364
381,301,155,374
128,110,196,248
713,463,213,172
101,178,587,718
629,469,10,8
417,587,286,109
857,480,27,23
134,44,76,76
538,686,27,30
41,130,15,18
528,346,334,118
272,179,93,93
0,138,349,761
563,603,266,163
141,220,731,535
624,5,131,146
9,7,1012,658
631,838,64,115
184,333,270,201
2,360,570,659
471,40,136,254
8,4,566,475
2,257,550,146
128,822,518,200
537,484,46,45
394,116,212,292
417,773,65,158
374,54,600,727
17,110,416,396
313,107,54,55
111,50,314,519
32,281,102,294
231,465,119,130
349,210,349,381
534,600,110,164
226,61,102,251
137,899,229,82
187,159,343,381
619,129,146,247
150,241,56,144
48,456,571,257
137,145,369,875
46,124,48,342
304,108,52,33
768,464,114,45
231,260,140,70
6,39,92,111
779,213,114,375
587,662,8,8
98,50,70,73
588,1,329,301
354,15,157,370
751,40,272,431
547,35,14,49
660,257,286,220
390,389,59,19
524,463,241,339
293,280,171,321
678,270,210,194
480,446,232,204
290,275,475,399
287,148,476,430
2,146,1021,206
394,581,147,87
324,390,288,174
258,63,23,10
352,609,53,71
512,112,419,326
169,383,75,104
15,24,387,438
507,283,117,229
19,377,367,266
474,185,52,146
972,300,195,486
132,439,244,217
255,367,56,82
364,623,453,112
98,671,121,39
1,311,571,708
137,1,876,738
603,96,184,257
618,155,140,196
854,225,130,212
211,31,256,394
501,54,158,242
611,462,57,42
887,287,100,210
199,55,62,36
679,180,318,482
77,570,48,87
428,352,533,225
455,75,20,18
770,165,78,47
812,98,210,544
182,312,273,272
130,217,105,89
316,292,389,295
487,614,54,92
824,64,128,677
0,188,517,396
176,133,614,269
564,327,291,136
101,495,51,50
515,121,313,403
197,494,33,38
511,445,114,109
54,100,612,289
1,168,89,256
157,352,95,61
324,485,168,112
149,107,754,561
12,10,1010,354
17,92,996,623
407,605,136,67
229,203,279,275
144,448,386,223
167,466,254,722
299,401,82,108
798,250,204,223
183,117,579,528
0,1,765,670
389,684,122,46
13,54,661,871
212,141,273,535
184,0,362,981
403,416,277,207
82,205,99,64
539,421,291,98
514,52,64,36
822,124,187,517
96,150,523,377
281,419,238,65
252,28,310,370
591,190,179,81
542,350,57,38
1,5,1019,456
366,109,304,409
630,308,92,62
1,358,163,222
19,12,991,658
0,0,1023,545
194,90,596,533
1,3,1021,365
94,309,204,236
32,285,153,84
179,196,317,269
424,81,38,49
73,8,949,256
131,284,216,240
723,349,78,143
152,399,235,137
381,329,147,225
222,264,131,441
372,446,295,127
290,358,80,184
121,490,61,105
437,724,93,40
197,557,368,203
98,302,683,409
118,654,274,187
624,239,89,87
338,323,89,156
0,1,1021,750
2,599,681,331
340,218,146,209
288,377,156,387
327,296,194,103
14,731,275,199
429,320,217,253
542,48,159,386
288,424,648,234
45,102,442,743
349,451,45,40
182,15,566,634
679,362,69,102
201,579,193,153
553,340,52,21
200,1,217,582
246,6,30,39
314,214,130,125
386,184,374,447
0,0,1018,201
359,690,171,115
825,188,39,81
634,593,133,61
450,285,84,171
272,129,67,144
648,183,257,122
359,195,370,272
393,560,140,160
554,235,55,54
0,3,1021,343
123,116,653,542
287,0,419,308
121,312,896,452
332,137,56,23
213,509,281,257
329,243,678,399
781,240,39,96
160,507,45,80
651,1,370,494
673,239,84,55
4,4,792,557
555,191,14,24
484,63,294,378
46,487,55,67
0,221,368,200
409,76,31,31
397,254,166,204
331,522,74,29
35,438,893,329
418,308,510,260
407,512,95,84
0,289,245,117
62,68,588,604
596,92,174,81
472,236,100,52
196,301,42,38
882,2,138,674
719,437,178,315
492,223,251,382
602,560,245,117
492,291,376,388
27,30,555,491
544,201,137,157
259,47,151,432
189,278,61,93
269,57,80,65
97,215,68,55
400,361,204,220
141,151,156,253
437,47,36,22
89,168,933,561
402,392,144,106
16,78,90,161
147,21,260,1000
371,168,409,368
113,268,209,109
281,522,57,166
59,190,940,201
19,348,367,266
377,862,238,122
1076,214,193,742
260,268,318,305
3,701,38,14
465,142,189,331
328,513,35,48
67,356,437,280
3,6,1018,1016
764,341,86,125
0,45,383,463
62,92,952,449
480,329,99,156
652,351,302,254
284,322,146,77
263,240,197,283
174,476,22,40
342,412,182,190
478,323,65,162
180,287,626,359
441,297,156,100
374,562,301,131
85,189,253,193
453,199,35,43
235,84,109,124
294,49,373,204
862,271,45,62
429,333,550,234
457,45,160,168
877,27,11,45
78,42,348,397
2,307,915,457
634,263,13,11
687,85,59,29
17,416,41,50
443,221,115,272
994,463,107,135
91,76,471,497
277,7,413,746
223,317,35,29
848,402,96,137
332,266,60,144
346,347,482,175
80,404,289,133
1036,215,162,121
197,50,204,235
871,173,150,248
210,256,219,411
316,248,222,515
95,124,401,571
43,137,327,251
267,716,25,54
424,138,141,242
16,47,539,523
287,399,263,343
482,869,43,329
181,265,838,413
549,950,5,9
206,201,57,99
154,279,311,741
111,313,128,89
482,132,58,61
133,508,110,87
301,230,127,172
567,372,304,81
92,183,254,264
127,34,206,294
960,553,45,95
160,166,329,463
495,393,140,263
35,408,13,25
630,324,51,32
925,210,29,51
37,526,599,477
653,375,109,149
341,265,285,206
251,243,102,96
545,390,206,290
617,187,225,579
379,539,42,114
425,338,203,397
277,671,259,182
175,196,462,345
160,440,115,57
79,139,453,878
247,7,262,694
190,63,70,55
80,26,643,329
667,186,355,452
30,473,51,59
548,404,323,163
527,399,222,185
455,127,74,209
458,378,222,106
651,176,321,503
313,364,30,45
211,201,784,256
611,547,13,19
174,0,848,680
183,352,488,294
494,216,18,19
900,288,83,137
2,502,1019,177
2,154,186,409
24,124,494,557
334,79,83,244
190,188,131,465
436,164,253,321
906,376,36,67
191,340,665,400
76,288,896,299
442,415,52,73
422,452,159,55
207,517,349,399
98,440,61,134
83,18,103,219
465,477,36,26
667,167,155,169
350,294,276,143
88,236,421,46
620,464,212,217
76,580,190,442
2,100,140,282
692,236,76,57
537,174,179,457
152,733,157,131
85,178,336,155
596,156,57,71
831,370,70,71
534,206,266,558
425,139,52,143
278,492,740,161
11,33,45,87
425,580,301,146
372,114,65,108
143,423,213,108
216,113,131,102
23,458,210,282
14,17,996,649
159,291,89,61
659,66,143,108
254,78,146,152
234,297,62,45
748,300,80,118
575,318,160,87
257,138,73,90
484,45,84,149
268,522,58,62
273,244,157,432
17,16,990,738
235,53,620,672
419,77,232,164
129,3,194,153
9,402,765,171
332,121,213,503
717,518,194,84
346,166,324,275
283,147,43,20
455,324,10,8
488,671,35,40
93,407,99,104
707,435,279,236
712,202,53,29
175,59,28,93
21,155,990,389
316,33,78,96
31,22,51,17
70,237,103,62
116,816,57,67
373,433,25,18
67,54,918,851
302,269,117,54
98,186,57,137
4,381,186,178
204,82,333,684
383,118,82,61
439,143,22,12
362,355,355,122
281,554,127,155
245,447,432,575
8,349,708,585
475,364,92,267
56,124,26,43
488,385,270,198
235,404,146,207
19,261,404,348
117,10,357,201
80,334,443,226
219,69,47,27
467,307,90,98
277,39,342,191
65,131,955,551
189,29,225,487
640,271,122,351
644,579,30,40
558,13,308,150
753,297,65,197
596,340,99,220
162,92,73,150
244,451,32,29
548,100,213,541
919,224,277,516
20,26,987,640
418,607,36,18
255,106,83,41
0,649,224,186
190,477,98,217
151,356,39,66
476,16,102,172
748,344,160,49
713,175,26,24
724,471,58,77
493,244,179,348
403,180,51,128
200,684,352,335
361,124,109,62
167,132,118,502
1,375,166,157
52,58,484,869
427,938,115,64
168,259,288,614
39,338,55,99
431,612,57,67
167,188,348,257
254,178,191,194
289,398,94,110
357,254,150,95
32,213,45,24
391,377,313,84
147,520,4,9
180,1,708,427
196,228,826,311
33,228,981,406
342,59,456,289
192,156,199,291
410,398,201,349
90,142,930,359
225,144,142,91
357,123,222,139
115,4,441,367
585,72,125,114
0,258,102,222
451,692,201,283
417,80,251,175
9,406,213,134
370,339,459,165
706,37,78,135
629,418,70,215
539,381,38,100
170,628,413,194
933,264,32,16
778,575,92,45
256,563,182,100
327,128,310,120
656,611,19,68
104,399,166,277
144,257,589,169
270,868,55,44
57,194,64,90
184,416,340,253
59,131,839,550
308,212,99,95
318,114,331,421
2,373,295,393
430,551,324,419
461,326,301,274
106,285,138,103
35,718,73,29
0,17,415,708
0,605,55,157
42,203,128,141
481,872,110,71
553,243,172,163
380,179,420,235
126,37,430,450
251,107,122,196
91,3,119,589
476,82,99,219
320,747,83,100
302,376,38,14
757,198,64,46
0,309,908,201
249,112,300,85
626,302,49,38
409,105,90,39
245,124,102,324
923,478,89,67
682,231,223,134
330,333,308,231
268,437,40,42
72,310,127,59
408,197,225,330
66,182,118,171
358,606,29,21
837,231,95,124
175,862,31,37
80,78,657,924
0,2,1021,675
254,949,82,73
152,256,636,313
475,0,176,211
240,366,41,42
292,406,579,275
354,221,351,196
107,176,161,102
829,318,193,261
287,316,128,156
127,313,55,134
108,133,67,65
206,123,51,54
332,356,299,315
37,204,249,565
565,228,153,171
40,432,248,589
336,459,193,296
221,309,245,213
291,356,135,171
4,8,346,671
562,176,17,19
447,52,134,494
93,204,105,64
279,536,466,228
191,1,196,196
210,572,67,39
295,973,34,22
608,163,61,46
4,19,195,266
653,249,321,235
84,231,324,327
822,405,89,178
185,323,453,187
520,400,128,209
638,82,111,52
149,183,57,32
520,165,185,292
436,468,222,146
445,304,49,74
35,38,678,599
645,523,53,36
554,137,460,539
289,510,21,72
530,242,42,92
390,203,54,62
171,81,354,397
800,377,39,33
583,200,402,471
171,451,308,166
453,34,99,62
242,880,42,25
299,130,454,636
87,669,26,29
0,3,576,607
602,201,38,24
283,363,104,222
150,165,871,92
35,38,918,702
35,38,588,535
138,460,44,235
352,276,352,607
708,438,157,219
920,153,33,89
345,444,46,55
1,1,1018,636
208,312,370,141
23,25,612,468
472,57,326,709
423,910,85,103
65,126,879,639
0,87,606,518
141,221,300,147
35,38,918,702
217,192,136,102
35,38,727,642
3,263,1019,503
621,10,400,168
104,326,137,210
26,28,689,526
213,4,263,152
508,72,342,191
36,39,743,657
2,53,27,29
19,21,516,394
236,316,155,76
361,300,602,349
446,700,49,44
381,595,96,174
852,578,11,26
0,636,193,384
26,442,808,320
265,67,462,628
296,29,304,267
21,24,454,401
288,322,224,335
5,337,26,29
810,57,212,514
626,420,59,30
152,12,302,374
204,126,16,8
280,450,80,131
296,275,269,134
500,452,36,43
331,575,299,122
20,23,549,419
55,593,27,19
78,27,425,618
126,574,235,137
338,0,90,368
506,170,143,168
760,250,102,77
420,154,430,529
19,399,367,266
234,355,79,89
97,231,275,225
557,557,43,19
40,194,482,273
402,121,61,67
86,0,750,106
201,191,65,38
250,482,16,29
13,741,265,192
401,520,240,307
369,383,100,147
289,124,144,150
224,389,144,136
58,43,540,436
13,14,994,751
123,183,87,150
319,21,302,380
539,58,256,169
114,6,111,74
220,437,659,315
38,58,555,504
790,206,4,14
397,270,183,529
273,217,166,80
75,206,839,378
673,210,38,37
673,680,26,33
407,307,76,48
375,138,220,411
64,203,55,127
323,51,150,295
360,138,557,526
253,847,71,54
253,256,199,121
321,209,317,555
185,414,286,163
0,190,236,573
324,598,100,64
360,645,30,75
230,503,409,239
176,371,328,230
318,293,443,68
385,91,76,181
498,76,144,81
210,68,458,821
299,88,128,89
13,218,405,374
258,367,234,273
675,119,187,115
437,269,585,204
364,383,248,187
361,421,659,134
91,219,794,250
752,416,231,143
522,500,99,73
448,313,145,146
499,414,139,130
198,152,309,209
197,1,570,1020
148,811,36,45
336,150,160,105
313,399,154,104
620,479,112,84
193,391,43,55
23,333,784,302
3,362,990,320
512,99,348,531
516,318,264,220
456,583,131,68
437,298,125,117
600,339,235,111
163,820,334,148
522,276,86,136
451,51,545,567
544,312,81,54
626,549,38,33
325,165,177,166
509,22,25,71
759,136,70,36
476,332,272,291
654,401,179,57
482,148,64,40
264,489,144,68
23,232,732,512
290,83,459,599
503,422,133,199
666,281,160,182
133,306,204,349
603,316,48,38
30,391,261,283
72,156,750,447
49,301,190,346
96,94,243,257
994,36,192,157
239,107,149,336
490,383,109,157
219,383,258,383
366,286,162,206
23,25,612,468
688,608,5,8
384,278,125,48
418,273,144,140
51,340,209,122
35,38,918,702
113,221,100,105
339,299,469,324
188,65,402,790
375,882,150,77
323,399,35,34
400,659,35,42
783,411,55,98
9,173,612,440
192,91,712,510
513,880,136,120
301,724,192,67
297,307,337,313
310,144,24,100
195,271,111,253
369,230,83,272
472,341,190,269
716,140,33,90
75,404,946,251
225,253,171,311
104,128,70,77
160,313,93,86
367,119,121,118
150,346,40,65
207,148,275,152
447,121,86,89
4,5,1010,292
372,145,323,358
2,398,89,282
545,312,239,149
475,33,529,563
187,713,122,106
547,390,289,179
97,0,186,167
384,177,585,413
498,312,42,49
692,309,112,191
882,3,138,517
497,206,264,409
700,266,261,302
212,260,327,689
18,309,310,383
647,467,163,245
223,191,286,378
318,234,560,381
413,199,146,256
461,250,422,516
227,20,460,634
500,20,86,38
82,246,191,343
571,571,146,166
714,552,243,87
493,164,188,146
292,183,31,263
218,180,39,102
299,342,150,156
147,92,874,165
428,514,294,108
77,42,892,712
168,342,446,273
243,9,283,921
689,262,333,413
536,227,149,435
12,566,62,87
396,200,46,81
210,565,134,156
191,334,257,337
716,292,232,45
45,36,515,320
349,129,129,45
950,458,73,77
2,157,1019,196
210,0,550,598
296,68,39,43
273,374,215,157
236,508,286,155
479,14,226,100
247,120,155,119
617,262,160,191
546,552,113,151
631,354,131,78
265,81,268,143
345,456,292,185
465,397,111,36
220,309,54,91
274,136,132,120
55,98,231,179
149,83,193,142
249,105,117,122
121,55,198,273
127,166,193,191
162,19,136,122
156,105,37,25
0,6,498,147
91,298,118,150
46,45,242,277
142,5,357,234
13,31,296,425
36,302,17,16
178,272,27,31
390,144,43,71
51,131,211,245
6,234,202,238
315,51,37,185
3,440,311,48
88,79,185,385
80,20,347,333
107,31,338,242
120,176,230,128
0,0,499,279
76,197,176,148
226,94,63,62
183,72,186,185
166,144,112,130
144,40,71,132
1,0,235,277
358,112,35,65
248,364,14,11
365,220,45,33
284,182,208,232
1,190,40,43
171,63,178,242
62,85,361,239
32,2,409,330
59,143,264,269
58,54,338,251
289,484,14,12
7,259,144,153
170,70,328,212
149,12,202,187
166,178,41,43
42,20,155,244
168,462,14,14
92,105,202,245
20,163,34,27
194,80,143,90
13,79,460,160
64,11,297,104
378,68,78,140
156,175,229,157
0,0,284,434
317,190,33,30
417,158,63,55
77,41,94,296
261,44,33,36
222,179,60,32
0,318,117,55
67,0,159,33
97,94,123,252
177,89,267,401
46,366,36,84
202,160,101,99
25,414,39,81
87,54,335,202
321,45,55,125
224,70,106,107
1,274,496,98
158,22,177,117
27,101,291,272
189,83,55,37
347,183,84,25
144,237,82,125
2,0,497,374
100,72,375,105
83,249,45,27
16,12,477,30
332,103,62,38
254,342,21,18
8,99,350,273
113,96,200,402
196,228,146,60
0,160,225,264
231,263,143,118
156,157,19,40
174,100,105,120
8,90,487,232
193,174,25,24
150,153,123,165
1,0,373,307
3,4,494,322
92,185,64,23
262,56,137,300
92,189,26,22
373,130,31,39
7,9,481,358
137,20,60,52
98,235,332,24
161,197,197,105
174,37,132,159
144,294,112,205
345,263,75,51
17,149,233,106
1,2,392,458
312,105,66,103
23,223,474,108
407,188,20,34
303,102,25,31
141,163,6,10
71,162,18,7
0,101,496,272
114,106,208,26
17,14,474,340
148,5,225,216
16,160,137,266
92,181,20,67
2,60,475,233
360,51,35,26
343,68,39,46
124,33,108,137
222,117,178,196
257,121,21,20
32,15,256,370
220,80,230,176
340,38,32,33
122,212,32,19
204,201,77,51
165,116,8,9
254,80,107,214
62,329,66,131
100,412,50,20
288,373,82,67
5,70,443,232
8,44,196,328
43,180,22,35
223,140,123,123
112,163,32,45
157,8,103,29
34,0,332,290
207,233,55,55
162,143,177,146
41,224,163,239
177,87,98,129
176,111,35,28
108,106,292,169
0,0,490,499
52,17,291,291
65,4,428,220
177,132,38,72
308,239,3,4
210,384,73,76
246,5,154,217
25,242,82,49
273,155,116,160
47,49,21,47
6,91,341,155
84,79,290,137
332,285,72,46
33,107,327,314
0,10,499,309
129,399,78,48
87,169,371,85
190,30,285,215
30,120,35,61
0,164,499,200
118,85,300,204
325,273,114,49
48,36,374,265
117,80,146,140
245,145,45,72
206,13,87,69
97,79,89,62
0,150,205,280
95,140,16,15
5,50,494,228
288,155,116,110
399,162,80,66
130,104,27,23
175,144,26,33
331,234,21,29
190,153,98,100
112,75,120,245
111,270,366,221
83,61,212,270
274,236,55,82
98,63,159,250
396,183,87,165
208,78,117,139
185,148,42,55
109,57,71,114
79,17,214,110
275,87,157,245
